,year,age_group,sex,value
1971,1974,20 - 24 years,Both sexes,233.8
1972,1974,20 - 24 years,Male,119.4
1973,1974,20 - 24 years,Female,114.5
1974,1974,25 - 29 years,Both sexes,196.9
1975,1974,25 - 29 years,Male,99.9
1976,1974,25 - 29 years,Female,97.0
1980,1974,30 - 34 years,Both sexes,175.8
1981,1974,30 - 34 years,Male,89.5
1982,1974,30 - 34 years,Female,86.2
1983,1974,35 - 39 years,Both sexes,159.8
1984,1974,35 - 39 years,Male,81.4
1985,1974,35 - 39 years,Female,78.4
1986,1974,40 - 44 years,Both sexes,155.6
1987,1974,40 - 44 years,Male,78.5
1988,1974,40 - 44 years,Female,77.0
1989,1974,45 - 49 years,Both sexes,157.9
1990,1974,45 - 49 years,Male,79.2
1991,1974,45 - 49 years,Female,78.7
1995,1974,50 - 54 years,Both sexes,157.0
1996,1974,50 - 54 years,Male,78.7
1997,1974,50 - 54 years,Female,78.3
1998,1974,55 - 59 years,Both sexes,155.0
1999,1974,55 - 59 years,Male,77.8
2000,1974,55 - 59 years,Female,77.2
2001,1974,60 - 64 years,Both sexes,135.7
2002,1974,60 - 64 years,Male,68.2
2003,1974,60 - 64 years,Female,67.5
2004,1974,65 - 69 years,Both sexes,119.8
2005,1974,65 - 69 years,Male,58.3
2006,1974,65 - 69 years,Female,61.4
2010,1974,70 - 74 years,Both sexes,99.0
2011,1974,70 - 74 years,Male,45.1
2012,1974,70 - 74 years,Female,53.9
2013,1974,75 - 79 years,Both sexes,64.4
2014,1974,75 - 79 years,Male,28.3
2015,1974,75 - 79 years,Female,36.1
2016,1974,80 - 84 years,Both sexes,37.0
2017,1974,80 - 84 years,Male,15.4
2018,1974,80 - 84 years,Female,21.6
2019,1974,85 years and over,Both sexes,21.5
2020,1974,85 years and over,Male,8.1
2021,1974,85 years and over,Female,13.3
2028,1975,0 - 4 years,Both sexes,330.8
2029,1975,0 - 4 years,Male,169.5
2030,1975,0 - 4 years,Female,161.3
2037,1975,5 - 9 years,Both sexes,334.0
2038,1975,5 - 9 years,Male,170.9
2039,1975,5 - 9 years,Female,163.1
2040,1975,10 - 14 years,Both sexes,317.9
2041,1975,10 - 14 years,Male,162.5
2042,1975,10 - 14 years,Female,155.4
2043,1975,15 - 19 years,Both sexes,292.4
2044,1975,15 - 19 years,Male,149.4
2045,1975,15 - 19 years,Female,143.0
2052,1975,20 - 24 years,Both sexes,240.6
2053,1975,20 - 24 years,Male,122.8
2054,1975,20 - 24 years,Female,117.8
2055,1975,25 - 29 years,Both sexes,205.5
2056,1975,25 - 29 years,Male,104.3
2057,1975,25 - 29 years,Female,101.2
2061,1975,30 - 34 years,Both sexes,184.5
2062,1975,30 - 34 years,Male,94.1
2063,1975,30 - 34 years,Female,90.4
2064,1975,35 - 39 years,Both sexes,163.7
2065,1975,35 - 39 years,Male,83.6
2066,1975,35 - 39 years,Female,80.1
2067,1975,40 - 44 years,Both sexes,156.7
2068,1975,40 - 44 years,Male,79.4
2069,1975,40 - 44 years,Female,77.3
2070,1975,45 - 49 years,Both sexes,157.2
2071,1975,45 - 49 years,Male,79.1
2072,1975,45 - 49 years,Female,78.1
2076,1975,50 - 54 years,Both sexes,156.4
2077,1975,50 - 54 years,Male,78.3
2078,1975,50 - 54 years,Female,78.1
2079,1975,55 - 59 years,Both sexes,155.2
2080,1975,55 - 59 years,Male,77.7
2081,1975,55 - 59 years,Female,77.5
2082,1975,60 - 64 years,Both sexes,136.4
2083,1975,60 - 64 years,Male,68.3
2084,1975,60 - 64 years,Female,68.1
2085,1975,65 - 69 years,Both sexes,122.6
2086,1975,65 - 69 years,Male,59.7
2087,1975,65 - 69 years,Female,62.9
2091,1975,70 - 74 years,Both sexes,99.1
2092,1975,70 - 74 years,Male,45.3
2093,1975,70 - 74 years,Female,53.8
2094,1975,75 - 79 years,Both sexes,65.4
2095,1975,75 - 79 years,Male,28.6
2096,1975,75 - 79 years,Female,36.8
2097,1975,80 - 84 years,Both sexes,37.3
2098,1975,80 - 84 years,Male,15.4
2099,1975,80 - 84 years,Female,21.9
2100,1975,85 years and over,Both sexes,21.6
2101,1975,85 years and over,Male,8.1
2102,1975,85 years and over,Female,13.5
2109,1976,0 - 4 years,Both sexes,334.5
2110,1976,0 - 4 years,Male,171.4
2111,1976,0 - 4 years,Female,163.1
2118,1976,5 - 9 years,Both sexes,338.1
2119,1976,5 - 9 years,Male,173.1
2120,1976,5 - 9 years,Female,165.0
2121,1976,10 - 14 years,Both sexes,322.8
2122,1976,10 - 14 years,Male,165.2
2123,1976,10 - 14 years,Female,157.6
2124,1976,15 - 19 years,Both sexes,298.7
2125,1976,15 - 19 years,Male,152.7
2126,1976,15 - 19 years,Female,146.0
2133,1976,20 - 24 years,Both sexes,247.1
2134,1976,20 - 24 years,Male,126.1
2135,1976,20 - 24 years,Female,121.0
2136,1976,25 - 29 years,Both sexes,214.0
2137,1976,25 - 29 years,Male,108.7
2138,1976,25 - 29 years,Female,105.3
2142,1976,30 - 34 years,Both sexes,193.3
2143,1976,30 - 34 years,Male,98.7
2144,1976,30 - 34 years,Female,94.6
2145,1976,35 - 39 years,Both sexes,167.5
2146,1976,35 - 39 years,Male,85.7
2147,1976,35 - 39 years,Female,81.8
2148,1976,40 - 44 years,Both sexes,157.6
2149,1976,40 - 44 years,Male,80.1
2150,1976,40 - 44 years,Female,77.5
2151,1976,45 - 49 years,Both sexes,156.3
2152,1976,45 - 49 years,Male,78.9
2153,1976,45 - 49 years,Female,77.4
2157,1976,50 - 54 years,Both sexes,155.6
2158,1976,50 - 54 years,Male,77.8
2159,1976,50 - 54 years,Female,77.8
2160,1976,55 - 59 years,Both sexes,155.1
2161,1976,55 - 59 years,Male,77.4
2162,1976,55 - 59 years,Female,77.7
2163,1976,60 - 64 years,Both sexes,136.9
2164,1976,60 - 64 years,Male,68.3
2165,1976,60 - 64 years,Female,68.6
2166,1976,65 - 69 years,Both sexes,125.5
2167,1976,65 - 69 years,Male,61.1
2168,1976,65 - 69 years,Female,64.4
2172,1976,70 - 74 years,Both sexes,99.1
2173,1976,70 - 74 years,Male,45.5
2174,1976,70 - 74 years,Female,53.6
2175,1976,75 - 79 years,Both sexes,66.3
2176,1976,75 - 79 years,Male,28.7
2177,1976,75 - 79 years,Female,37.6
2178,1976,80 - 84 years,Both sexes,37.5
2179,1976,80 - 84 years,Male,15.3
2180,1976,80 - 84 years,Female,22.2
2181,1976,85 years and over,Both sexes,21.8
2182,1976,85 years and over,Male,8.1
2183,1976,85 years and over,Female,13.7
2190,1977,0 - 4 years,Both sexes,337.4
2191,1977,0 - 4 years,Male,172.8
2192,1977,0 - 4 years,Female,164.6
2199,1977,5 - 9 years,Both sexes,341.6
2200,1977,5 - 9 years,Male,174.9
2201,1977,5 - 9 years,Female,166.7
2202,1977,10 - 14 years,Both sexes,327.0
2203,1977,10 - 14 years,Male,167.4
2204,1977,10 - 14 years,Female,159.6
2205,1977,15 - 19 years,Both sexes,304.6
2206,1977,15 - 19 years,Male,155.7
2207,1977,15 - 19 years,Female,148.9
2214,1977,20 - 24 years,Both sexes,253.2
2215,1977,20 - 24 years,Male,129.2
2216,1977,20 - 24 years,Female,124.0
2217,1977,25 - 29 years,Both sexes,222.3
2218,1977,25 - 29 years,Male,112.9
2219,1977,25 - 29 years,Female,109.4
2223,1977,30 - 34 years,Both sexes,201.9
2224,1977,30 - 34 years,Male,103.2
2225,1977,30 - 34 years,Female,98.7
2226,1977,35 - 39 years,Both sexes,171.0
2227,1977,35 - 39 years,Male,87.6
2228,1977,35 - 39 years,Female,83.4
2229,1977,40 - 44 years,Both sexes,158.1
2230,1977,40 - 44 years,Male,80.6
2231,1977,40 - 44 years,Female,77.5
2232,1977,45 - 49 years,Both sexes,154.9
2233,1977,45 - 49 years,Male,78.5
2234,1977,45 - 49 years,Female,76.4
2238,1977,50 - 54 years,Both sexes,154.3
2239,1977,50 - 54 years,Male,77.1
2240,1977,50 - 54 years,Female,77.2
2241,1977,55 - 59 years,Both sexes,154.8
2242,1977,55 - 59 years,Male,77.0
2243,1977,55 - 59 years,Female,77.8
2244,1977,60 - 64 years,Both sexes,137.1
2245,1977,60 - 64 years,Male,68.1
2246,1977,60 - 64 years,Female,69.0
2247,1977,65 - 69 years,Both sexes,128.1
2248,1977,65 - 69 years,Male,62.3
2249,1977,65 - 69 years,Female,65.8
2253,1977,70 - 74 years,Both sexes,98.8
2254,1977,70 - 74 years,Male,45.5
2255,1977,70 - 74 years,Female,53.3
2256,1977,75 - 79 years,Both sexes,67.1
2257,1977,75 - 79 years,Male,28.9
2258,1977,75 - 79 years,Female,38.2
2259,1977,80 - 84 years,Both sexes,37.7
2260,1977,80 - 84 years,Male,15.2
2261,1977,80 - 84 years,Female,22.5
2262,1977,85 years and over,Both sexes,22.0
2263,1977,85 years and over,Male,8.1
2264,1977,85 years and over,Female,13.9
2271,1978,0 - 4 years,Both sexes,340.1
2272,1978,0 - 4 years,Male,174.1
2273,1978,0 - 4 years,Female,166.0
2280,1978,5 - 9 years,Both sexes,344.9
2281,1978,5 - 9 years,Male,176.6
2282,1978,5 - 9 years,Female,168.3
2283,1978,10 - 14 years,Both sexes,331.1
2284,1978,10 - 14 years,Male,169.6
2285,1978,10 - 14 years,Female,161.5
2286,1978,15 - 19 years,Both sexes,310.3
2287,1978,15 - 19 years,Male,158.5
2288,1978,15 - 19 years,Female,151.7
2295,1978,20 - 24 years,Both sexes,259.2
2296,1978,20 - 24 years,Male,132.2
2297,1978,20 - 24 years,Female,127.1
2298,1978,25 - 29 years,Both sexes,230.5
2299,1978,25 - 29 years,Male,117.1
2300,1978,25 - 29 years,Female,113.5
2304,1978,30 - 34 years,Both sexes,210.4
2305,1978,30 - 34 years,Male,107.6
2306,1978,30 - 34 years,Female,102.8
2307,1978,35 - 39 years,Both sexes,174.4
2308,1978,35 - 39 years,Male,89.5
2309,1978,35 - 39 years,Female,84.9
2310,1978,40 - 44 years,Both sexes,158.6
2311,1978,40 - 44 years,Male,81.0
2312,1978,40 - 44 years,Female,77.5
2313,1978,45 - 49 years,Both sexes,153.5
2314,1978,45 - 49 years,Male,78.1
2315,1978,45 - 49 years,Female,75.4
2319,1978,50 - 54 years,Both sexes,152.9
2320,1978,50 - 54 years,Male,76.2
2321,1978,50 - 54 years,Female,76.6
2322,1978,55 - 59 years,Both sexes,154.2
2323,1978,55 - 59 years,Male,76.4
2324,1978,55 - 59 years,Female,77.8
2325,1978,60 - 64 years,Both sexes,137.1
2326,1978,60 - 64 years,Male,67.8
2327,1978,60 - 64 years,Female,69.3
2328,1978,65 - 69 years,Both sexes,130.7
2329,1978,65 - 69 years,Male,63.5
2330,1978,65 - 69 years,Female,67.1
2334,1978,70 - 74 years,Both sexes,98.4
2335,1978,70 - 74 years,Male,45.6
2336,1978,70 - 74 years,Female,53.0
2337,1978,75 - 79 years,Both sexes,67.9
2338,1978,75 - 79 years,Male,29.0
2339,1978,75 - 79 years,Female,39.0
2340,1978,80 - 84 years,Both sexes,37.8
2341,1978,80 - 84 years,Male,15.0
2342,1978,80 - 84 years,Female,22.8
2343,1978,85 years and over,Both sexes,22.1
2344,1978,85 years and over,Male,8.1
2345,1978,85 years and over,Female,14.0
2352,1979,0 - 4 years,Both sexes,343.5
2353,1979,0 - 4 years,Male,175.6
2354,1979,0 - 4 years,Female,167.8
2361,1979,5 - 9 years,Both sexes,350.1
2362,1979,5 - 9 years,Male,179.1
2363,1979,5 - 9 years,Female,171.1
2364,1979,10 - 14 years,Both sexes,336.3
2365,1979,10 - 14 years,Male,172.3
2366,1979,10 - 14 years,Female,164.0
2367,1979,15 - 19 years,Both sexes,317.4
2368,1979,15 - 19 years,Male,162.3
2369,1979,15 - 19 years,Female,155.1
2376,1979,20 - 24 years,Both sexes,266.3
2377,1979,20 - 24 years,Male,135.8
2378,1979,20 - 24 years,Female,130.5
2379,1979,25 - 29 years,Both sexes,239.4
2380,1979,25 - 29 years,Male,121.6
2381,1979,25 - 29 years,Female,117.8
2385,1979,30 - 34 years,Both sexes,220.1
2386,1979,30 - 34 years,Male,112.7
2387,1979,30 - 34 years,Female,107.4
2388,1979,35 - 39 years,Both sexes,178.5
2389,1979,35 - 39 years,Male,91.8
2390,1979,35 - 39 years,Female,86.7
2391,1979,40 - 44 years,Both sexes,159.4
2392,1979,40 - 44 years,Male,81.8
2393,1979,40 - 44 years,Female,77.6
2394,1979,45 - 49 years,Both sexes,152.4
2395,1979,45 - 49 years,Male,77.8
2396,1979,45 - 49 years,Female,74.7
2400,1979,50 - 54 years,Both sexes,151.7
2401,1979,50 - 54 years,Male,75.6
2402,1979,50 - 54 years,Female,76.1
2403,1979,55 - 59 years,Both sexes,154.1
2404,1979,55 - 59 years,Male,76.1
2405,1979,55 - 59 years,Female,77.9
2406,1979,60 - 64 years,Both sexes,137.7
2407,1979,60 - 64 years,Male,67.8
2408,1979,60 - 64 years,Female,69.9
2409,1979,65 - 69 years,Both sexes,133.8
2410,1979,65 - 69 years,Male,65.0
2411,1979,65 - 69 years,Female,68.8
2415,1979,70 - 74 years,Both sexes,98.3
2416,1979,70 - 74 years,Male,45.8
2417,1979,70 - 74 years,Female,52.5
2418,1979,75 - 79 years,Both sexes,68.9
2419,1979,75 - 79 years,Male,29.1
2420,1979,75 - 79 years,Female,39.7
2421,1979,80 - 84 years,Both sexes,38.0
2422,1979,80 - 84 years,Male,14.9
2423,1979,80 - 84 years,Female,23.1
2424,1979,85 years and over,Both sexes,22.5
2425,1979,85 years and over,Male,8.1
2426,1979,85 years and over,Female,14.3
2433,1980,0 - 4 years,Both sexes,347.8
2434,1980,0 - 4 years,Male,178.1
2435,1980,0 - 4 years,Female,169.7
2442,1980,5 - 9 years,Both sexes,349.4
2443,1980,5 - 9 years,Male,178.9
2444,1980,5 - 9 years,Female,170.5
2445,1980,10 - 14 years,Both sexes,338.3
2446,1980,10 - 14 years,Male,173.6
2447,1980,10 - 14 years,Female,164.7
2448,1980,15 - 19 years,Both sexes,321.4
2449,1980,15 - 19 years,Male,164.3
2450,1980,15 - 19 years,Female,157.2
2457,1980,20 - 24 years,Both sexes,270.8
2458,1980,20 - 24 years,Male,137.9
2459,1980,20 - 24 years,Female,132.9
2460,1980,25 - 29 years,Both sexes,242.4
2461,1980,25 - 29 years,Male,122.8
2462,1980,25 - 29 years,Female,119.6
2466,1980,30 - 34 years,Both sexes,225.7
2467,1980,30 - 34 years,Male,115.3
2468,1980,30 - 34 years,Female,110.3
2469,1980,35 - 39 years,Both sexes,185.8
2470,1980,35 - 39 years,Male,95.4
2471,1980,35 - 39 years,Female,90.5
2472,1980,40 - 44 years,Both sexes,162.4
2473,1980,40 - 44 years,Male,83.4
2474,1980,40 - 44 years,Female,79.0
2475,1980,45 - 49 years,Both sexes,152.0
2476,1980,45 - 49 years,Male,77.7
2477,1980,45 - 49 years,Female,74.3
2481,1980,50 - 54 years,Both sexes,150.5
2482,1980,50 - 54 years,Male,75.4
2483,1980,50 - 54 years,Female,75.1
2484,1980,55 - 59 years,Both sexes,151.7
2485,1980,55 - 59 years,Male,74.6
2486,1980,55 - 59 years,Female,77.0
2487,1980,60 - 64 years,Both sexes,138.3
2488,1980,60 - 64 years,Male,67.8
2489,1980,60 - 64 years,Female,70.5
2490,1980,65 - 69 years,Both sexes,133.7
2491,1980,65 - 69 years,Male,64.6
2492,1980,65 - 69 years,Female,69.1
2496,1980,70 - 74 years,Both sexes,100.6
2497,1980,70 - 74 years,Male,47.0
2498,1980,70 - 74 years,Female,53.5
2499,1980,75 - 79 years,Both sexes,68.6
2500,1980,75 - 79 years,Male,29.1
2501,1980,75 - 79 years,Female,39.4
2502,1980,80 - 84 years,Both sexes,39.2
2503,1980,80 - 84 years,Male,15.1
2504,1980,80 - 84 years,Female,24.0
2505,1980,85 years and over,Both sexes,22.7
2506,1980,85 years and over,Male,8.0
2507,1980,85 years and over,Female,14.7
2514,1981,0 - 4 years,Both sexes,353.0
2515,1981,0 - 4 years,Male,181.0
2516,1981,0 - 4 years,Female,171.9
2523,1981,5 - 9 years,Both sexes,349.5
2524,1981,5 - 9 years,Male,179.1
2525,1981,5 - 9 years,Female,170.4
2526,1981,10 - 14 years,Both sexes,341.2
2527,1981,10 - 14 years,Male,175.3
2528,1981,10 - 14 years,Female,166.0
2529,1981,15 - 19 years,Both sexes,326.4
2530,1981,15 - 19 years,Male,166.7
2531,1981,15 - 19 years,Female,159.8
2538,1981,20 - 24 years,Both sexes,276.1
2539,1981,20 - 24 years,Male,140.4
2540,1981,20 - 24 years,Female,135.7
2541,1981,25 - 29 years,Both sexes,246.1
2542,1981,25 - 29 years,Male,124.4
2543,1981,25 - 29 years,Female,121.7
2547,1981,30 - 34 years,Both sexes,232.0
2548,1981,30 - 34 years,Male,118.3
2549,1981,30 - 34 years,Female,113.7
2550,1981,35 - 39 years,Both sexes,193.8
2551,1981,35 - 39 years,Male,99.3
2552,1981,35 - 39 years,Female,94.5
2553,1981,40 - 44 years,Both sexes,165.9
2554,1981,40 - 44 years,Male,85.3
2555,1981,40 - 44 years,Female,80.6
2556,1981,45 - 49 years,Both sexes,151.9
2557,1981,45 - 49 years,Male,77.8
2558,1981,45 - 49 years,Female,74.1
2562,1981,50 - 54 years,Both sexes,149.7
2563,1981,50 - 54 years,Male,75.3
2564,1981,50 - 54 years,Female,74.4
2565,1981,55 - 59 years,Both sexes,149.6
2566,1981,55 - 59 years,Male,73.3
2567,1981,55 - 59 years,Female,76.3
2568,1981,60 - 64 years,Both sexes,139.3
2569,1981,60 - 64 years,Male,68.0
2570,1981,60 - 64 years,Female,71.3
2571,1981,65 - 69 years,Both sexes,133.9
2572,1981,65 - 69 years,Male,64.3
2573,1981,65 - 69 years,Female,69.6
2577,1981,70 - 74 years,Both sexes,103.1
2578,1981,70 - 74 years,Male,48.4
2579,1981,70 - 74 years,Female,54.8
2580,1981,75 - 79 years,Both sexes,68.5
2581,1981,75 - 79 years,Male,29.2
2582,1981,75 - 79 years,Female,39.3
2583,1981,80 - 84 years,Both sexes,40.5
2584,1981,80 - 84 years,Male,15.4
2585,1981,80 - 84 years,Female,25.0
2586,1981,85 years and over,Both sexes,23.0
2587,1981,85 years and over,Male,7.9
2588,1981,85 years and over,Female,15.1
2595,1982,0 - 4 years,Both sexes,349.2
2596,1982,0 - 4 years,Male,179.1
2597,1982,0 - 4 years,Female,170.1
2604,1982,5 - 9 years,Both sexes,351.5
2605,1982,5 - 9 years,Male,180.2
2606,1982,5 - 9 years,Female,171.3
2607,1982,10 - 14 years,Both sexes,344.7
2608,1982,10 - 14 years,Male,177.0
2609,1982,10 - 14 years,Female,167.7
2610,1982,15 - 19 years,Both sexes,329.1
2611,1982,15 - 19 years,Male,168.2
2612,1982,15 - 19 years,Female,160.9
2619,1982,20 - 24 years,Both sexes,279.7
2620,1982,20 - 24 years,Male,141.9
2621,1982,20 - 24 years,Female,137.8
2622,1982,25 - 29 years,Both sexes,249.8
2623,1982,25 - 29 years,Male,126.0
2624,1982,25 - 29 years,Female,123.8
2628,1982,30 - 34 years,Both sexes,235.3
2629,1982,30 - 34 years,Male,119.7
2630,1982,30 - 34 years,Female,115.6
2631,1982,35 - 39 years,Both sexes,201.9
2632,1982,35 - 39 years,Male,103.2
2633,1982,35 - 39 years,Female,98.7
2634,1982,40 - 44 years,Both sexes,171.8
2635,1982,40 - 44 years,Male,88.2
2636,1982,40 - 44 years,Female,83.6
2637,1982,45 - 49 years,Both sexes,154.5
